RCPT,RCRK
IMP1,VTP1,IMP2,VTP2,IMP3,BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,RCCB,PLCB,PRCB,PLFB,PRFB,PKAC,RPAC,PACC,PMPC,PPRC,RCHD,RPHD,PUND,PSPD,PGHE,PPOE,PBRE,PEYE,TRAF,PPBF,PSTG,PBSH,PLSH,PRSH,RATH,PCTH,PLTH,PRTH,RIWH,PAGI,PRSI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,RCRK,PTRK,PBTK,PTAL,PIBL,PLEL,PREL,PLKL,PSPL,PLSL,RCCM,PHLM,PHAN,PTEN,PLKN,PRKN,PLSO,RPGP,PTHP,PJMP,PTYP,PCAR,PSAR,PTAR,RICR,PJER,PLKR,RCPR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PRAS,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,STAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,RCOV,PESV,PBFW,PLHW,PLTW,
10,0,12,0,0,10,5,10,0,10,9,15,15,40,Russ,Turner,5,10,10,62,0,0,0,3,0,0,0,0,40,0,85,0,36,8768,0,0,50,17,40,0,0,36,76,0,36,4,4,0,40,2,2,0,57,1328,69,0,40,76,71,0,0,13,1053,38,40,0,70,8,8,1,0,0,0,3,0,2,2,2,0,6,40,40,0,40,36,0,0,0,1,60,40,0,0,28,74,63,62,1,1,0,75,72,4,1,20,5,6,31,26,21,34,21,20,15,20,73,17,137,55,0,40,20,16,0,43,27,30,29,48,29,47,66,35,71,0,0,
4,0,10,0,12,8,10,5,0,10,7,3,3,48,Travis,Love,7,8,7,86,0,0,0,3,0,0,3,3,40,0,89,0,66,529,0,0,86,67,40,0,0,62,40,0,30,3,3,0,70,1,1,0,78,1327,83,0,54,40,40,0,0,15,1054,22,47,0,31,0,0,0,5,7,0,0,0,1,1,1,0,12,42,87,0,47,25,0,0,0,0,86,40,5,7,63,42,65,59,0,0,0,40,39,0,1,67,1,16,69,70,0,2,6,55,30,0,72,0,11,72,7,50,0,1,0,64,78,75,51,14,53,29,64,49,38,0,0,
12,0,10,0,0,6,10,7,0,10,6,3,3,40,Derek,Woods,5,10,10,78,0,0,0,3,3,3,0,0,40,0,82,0,40,4378,1,0,86,164,53,0,0,71,15,0,50,3,3,0,62,1,1,0,70,1310,84,1,44,40,40,0,0,15,1055,63,61,0,18,9,9,0,0,12,0,0,0,0,1,1,0,3,40,80,0,92,60,0,0,0,0,163,40,0,12,76,51,66,60,1,1,0,15,20,0,0,70,1,3,44,48,0,17,6,75,29,0,74,0,26,46,5,71,10,10,0,74,35,40,39,57,38,61,60,62,20,0,0,
9,0,10,0,4,10,10,4,0,10,6,0,0,40,Patrick,Merritt,8,6,10,80,0,0,0,3,0,0,0,0,40,0,83,0,24,11862,0,0,86,167,56,0,0,57,43,0,33,4,4,0,58,2,2,0,75,1308,83,0,44,43,40,0,0,5,1056,62,60,0,43,0,0,0,5,12,0,0,0,1,1,1,0,1,40,72,0,58,69,0,0,0,0,84,40,5,12,63,67,61,43,0,0,0,43,40,1,1,66,1,1,31,41,5,46,10,59,29,26,72,10,61,37,0,57,10,10,0,67,23,23,27,64,32,71,59,64,40,0,0,
10,0,9,0,12,10,10,0,0,3,9,3,3,40,Brian,Anderson,6,10,7,71,0,0,0,3,0,0,0,0,40,0,82,0,63,4469,0,0,61,2,53,0,0,49,23,0,72,3,3,0,44,1,1,0,63,1289,84,0,65,66,65,0,0,35,1057,30,40,0,64,13,13,0,5,0,0,3,0,2,1,1,0,8,40,65,0,40,26,0,0,1,0,134,40,5,0,46,75,63,46,1,1,0,23,14,0,0,34,1,11,73,40,24,17,15,41,20,20,76,15,80,76,0,47,21,14,0,35,54,51,66,25,65,15,61,23,14,0,0,
8,0,10,0,3,8,10,5,0,10,7,3,3,40,John,Montgomery,7,8,7,78,0,0,0,3,2,2,0,0,40,0,83,0,29,9033,0,0,88,135,40,0,1,62,45,0,43,4,4,0,53,2,2,0,86,1241,80,0,45,45,40,0,0,16,1058,66,53,0,45,10,10,0,0,0,0,0,0,2,1,1,0,1,40,80,0,57,74,0,0,1,0,85,40,0,0,61,55,61,53,1,1,0,45,41,3,0,68,1,1,37,49,0,35,6,62,30,0,73,0,38,41,0,82,0,1,0,69,31,33,30,79,32,81,62,74,41,0,0,
12,0,10,0,8,10,5,10,0,10,9,3,3,40,Jason,Carlson,5,10,10,66,0,0,0,3,0,0,0,0,40,0,71,0,68,836,0,0,50,27,47,0,0,42,30,0,72,4,4,0,40,2,2,0,50,1238,83,0,66,67,67,0,0,16,1059,32,40,0,66,0,0,0,5,0,0,2,0,1,1,1,0,9,40,59,0,40,23,0,0,1,0,70,40,5,0,45,77,63,53,12,12,0,30,23,5,0,36,5,12,70,42,21,3,21,42,15,20,72,17,114,67,0,44,20,16,0,23,54,55,70,15,74,15,62,24,24,0,0,
8,0,10,0,12,5,10,2,0,7,8,3,3,40,Jonathan,Garcia,10,4,0,82,0,0,0,3,0,0,0,0,40,0,74,0,63,11061,0,0,74,10,40,0,1,56,38,0,68,3,3,0,55,1,1,0,64,1194,86,1,78,40,40,0,0,16,1060,36,45,0,30,13,13,0,0,10,0,2,0,2,1,1,0,10,40,75,0,52,29,0,0,0,0,69,40,0,10,19,78,68,44,0,0,0,39,38,0,0,58,3,13,74,65,5,43,26,23,10,11,73,9,53,75,8,50,4,10,0,21,68,74,79,34,71,24,66,20,39,0,0,
10,0,12,0,9,10,5,10,0,10,9,3,3,40,John,Merrill,5,10,10,69,0,0,0,3,1,1,0,0,40,0,66,0,75,2151,0,0,52,19,40,0,0,33,32,0,73,4,4,0,60,2,2,0,55,1190,78,0,67,64,67,0,0,16,1061,27,40,0,67,0,0,0,5,0,0,0,0,2,2,2,0,9,40,71,0,62,22,0,0,0,0,71,40,5,0,39,74,62,50,15,15,0,33,37,2,0,28,1,12,78,44,21,8,21,32,15,20,76,17,162,63,0,41,20,16,0,21,54,52,63,35,68,14,64,30,37,0,0,
4,0,12,0,10,10,2,6,0,4,7,3,3,40,Jamie,Sullivan,7,10,6,77,0,0,0,3,0,0,0,0,40,0,85,0,54,4409,0,0,83,138,49,0,1,49,37,0,55,3,3,0,72,1,1,0,77,1187,85,0,73,40,40,0,0,15,1062,22,40,0,33,9,9,0,0,12,0,2,0,1,1,1,0,13,40,71,0,42,15,0,0,0,0,33,40,0,12,46,65,66,57,11,11,0,38,17,6,0,52,3,17,70,78,5,17,20,51,0,5,71,0,27,78,10,56,10,5,0,41,62,68,55,37,53,20,64,46,16,0,1,
10,0,2,0,9,10,10,4,0,10,6,3,3,40,Zach,Hall,8,6,10,80,0,2,2,3,1,1,3,3,40,0,82,0,37,9490,0,0,89,13,45,0,0,59,19,0,38,3,3,0,69,1,1,0,80,1186,80,1,44,40,40,0,0,36,1063,55,66,0,20,0,0,0,0,0,0,3,0,2,1,1,0,3,40,77,0,85,45,0,0,1,0,164,40,0,0,69,43,67,56,0,0,0,19,30,0,0,62,3,3,33,46,5,37,10,51,29,26,72,10,37,37,0,77,10,10,0,68,34,30,32,72,32,41,61,40,30,0,0,
12,0,8,0,11,6,10,7,0,10,6,3,3,40,Bo,Oliver,8,10,10,85,0,0,0,3,1,1,3,3,40,0,90,0,62,9475,1,0,85,42,40,0,0,61,40,0,33,3,3,0,69,1,1,0,81,1184,81,0,52,40,40,0,0,35,1064,27,46,0,28,0,0,0,5,4,0,3,0,1,1,1,0,12,40,87,0,43,18,0,0,0,0,87,40,5,4,63,41,63,53,10,10,0,40,38,3,0,67,2,16,69,70,0,37,6,60,29,0,72,0,16,65,8,52,10,10,0,61,76,72,53,22,49,35,64,50,39,0,0,
9,0,4,0,12,0,5,7,0,4,1,3,3,40,Isaac,Anderson,1,7,4,78,0,0,0,3,0,0,0,0,40,0,83,0,35,1173,0,0,81,160,40,0,0,75,62,0,46,3,3,0,77,2,2,0,72,1178,78,0,40,62,61,0,0,16,1065,71,73,0,61,0,0,0,0,0,0,2,0,2,2,2,0,4,40,73,0,66,77,0,0,1,0,47,40,0,0,74,69,68,69,11,11,0,62,62,2,0,75,1,4,30,43,15,4,23,75,7,5,77,12,94,47,0,61,15,13,0,70,21,17,26,67,25,77,64,71,61,0,0,
0,0,12,0,4,10,5,10,0,10,9,3,3,40,Marvin,Reid,5,10,10,77,0,1,1,3,0,0,0,0,40,0,80,0,60,8785,0,0,73,181,42,0,0,44,23,0,74,4,4,0,67,2,2,0,54,1177,83,0,76,63,64,1,0,16,1066,38,40,0,66,0,0,0,5,0,0,2,0,2,1,1,0,8,40,73,0,57,20,0,0,0,0,135,40,5,0,38,76,67,45,1,1,0,23,15,2,1,35,1,10,74,42,21,34,21,37,15,20,73,17,110,69,0,43,20,16,0,31,53,57,72,25,64,24,64,23,15,0,0,
10,0,12,0,2,10,10,0,0,3,9,15,15,40,Roy,Butler,6,10,7,70,0,0,0,3,0,0,0,0,40,0,78,0,65,5934,0,0,63,110,40,0,0,54,32,0,68,3,3,0,40,2,2,0,58,1158,74,0,64,63,67,3,0,35,1067,20,40,0,67,0,0,0,0,0,0,3,0,2,1,1,0,8,40,55,0,41,24,0,0,0,0,136,40,0,0,54,78,60,42,0,0,0,32,30,3,0,49,3,11,73,42,24,23,15,49,20,20,76,15,108,70,0,43,21,14,0,23,55,54,67,26,66,20,64,29,30,0,0,
2,0,1,0,9,10,10,0,0,3,9,3,3,40,Kevin,Pope,6,10,7,62,0,1,1,3,3,3,0,0,40,0,61,0,63,4623,0,0,48,19,73,0,0,38,15,0,66,4,4,0,45,2,2,0,51,1136,78,0,64,65,64,0,0,13,1068,19,40,0,67,0,0,0,0,0,0,3,0,2,1,1,0,9,40,52,0,40,25,0,0,0,0,72,40,0,0,36,67,54,62,3,3,0,14,34,6,0,26,1,12,65,41,24,18,15,35,20,20,75,15,129,66,0,42,21,14,0,27,51,50,63,24,63,19,58,23,35,0,0,
10,0,8,0,4,10,10,4,0,10,6,3,3,40,Brian,Phillips,8,6,10,80,0,3,3,3,3,3,2,2,40,0,76,0,30,12319,1,0,84,7,42,0,0,59,58,0,47,3,3,0,56,1,1,0,72,1119,79,1,51,57,56,0,0,15,1069,65,63,0,59,0,0,0,0,0,0,2,0,0,1,1,0,1,40,73,0,70,69,0,0,1,0,86,40,0,0,64,69,63,53,10,10,0,58,57,2,0,69,1,1,41,53,5,48,10,66,29,26,71,10,43,66,0,63,10,10,0,64,47,43,33,77,33,71,61,75,56,0,0,
4,0,8,0,10,10,10,0,0,3,9,20,20,40,Ray,Jones,6,10,7,67,0,0,0,3,0,0,0,0,40,0,86,0,50,2136,0,0,63,182,41,0,0,45,69,0,60,4,4,0,48,2,2,0,62,1118,74,0,75,68,79,0,0,37,1070,39,40,0,73,17,17,0,5,0,0,3,0,0,2,2,0,6,40,42,0,40,40,0,0,1,0,61,40,5,0,37,78,65,60,12,12,0,69,79,1,0,24,5,6,60,38,24,8,15,18,20,20,76,15,135,65,0,41,21,14,0,43,51,54,54,48,53,54,65,33,79,0,0,
12,0,4,0,10,5,10,2,0,7,8,3,3,40,Rory,Medlock,10,4,0,78,0,0,0,3,2,2,0,0,40,0,76,0,56,794,0,0,80,11,40,0,1,51,46,0,69,3,3,0,59,2,2,0,52,1115,83,0,69,46,52,1,0,16,1071,26,40,0,42,0,0,0,5,10,0,2,0,2,1,1,0,11,40,74,0,45,14,0,0,0,0,53,40,5,10,54,76,61,46,0,0,0,45,52,0,0,48,3,14,66,62,5,3,26,45,10,11,73,9,65,69,8,50,4,10,0,36,62,69,70,16,73,23,64,19,52,0,0,
4,0,12,0,10,10,10,4,0,10,6,0,0,40,Trey,Brown,8,6,10,71,0,0,0,3,1,1,0,0,40,0,80,0,32,2371,0,0,75,8,72,0,0,77,58,0,54,4,4,0,73,2,2,0,73,1107,82,0,62,58,58,0,0,36,1072,59,53,0,52,0,0,0,0,0,0,3,0,2,2,2,0,4,40,78,0,63,62,0,0,1,0,48,40,0,0,71,59,60,62,0,0,0,57,57,1,0,70,1,4,30,26,5,9,10,63,29,26,74,10,101,56,0,75,10,10,0,70,31,29,23,53,17,83,58,54,57,0,0,
10,0,5,0,8,10,10,4,0,10,6,3,3,51,Shane,Workman,8,6,10,86,0,3,3,3,2,2,0,0,46,0,91,0,59,6925,0,0,84,47,50,0,0,63,39,0,32,3,3,0,69,1,1,0,88,1086,82,0,52,40,40,0,0,31,1073,23,52,0,32,0,0,0,5,0,0,3,0,0,1,1,0,12,40,86,0,46,22,0,0,1,0,88,40,5,0,63,40,63,56,0,0,0,40,39,6,0,70,2,16,65,66,5,27,10,58,29,26,72,10,41,66,8,49,10,10,0,63,76,73,53,25,49,34,62,44,38,0,0,
10,0,4,0,12,6,10,7,0,10,6,3,3,40,Greg,Allen,8,10,10,87,0,0,0,3,3,3,0,0,40,0,91,0,69,2057,1,0,89,192,51,0,0,69,37,0,27,3,3,0,63,1,1,0,87,1075,80,0,55,40,41,0,0,32,1074,19,40,0,36,13,13,0,0,0,0,3,0,0,1,1,0,12,40,84,0,60,26,0,0,1,0,89,40,0,0,67,41,61,50,2,2,0,38,42,1,0,60,2,16,66,68,0,8,6,67,29,0,71,0,3,64,8,49,10,10,0,59,67,67,50,24,51,49,61,17,42,0,0,
10,0,2,0,8,6,10,7,0,10,6,3,3,40,Justin,Palmer,5,10,10,80,0,0,0,3,2,2,0,0,40,0,70,0,37,8767,0,0,81,46,60,0,0,64,20,0,39,3,3,0,65,1,1,0,68,1069,78,1,49,40,40,0,0,1,1075,51,65,0,36,9,9,0,0,0,0,0,0,0,1,1,0,3,40,75,0,86,46,0,0,1,0,165,40,0,0,66,52,57,55,11,11,0,19,31,3,0,54,1,3,39,45,0,34,6,56,29,0,74,0,35,37,5,71,10,10,0,73,36,34,34,51,34,46,58,55,31,0,0,
8,0,13,0,12,4,2,8,0,0,3,13,13,40,Jerod,Thompson,4,3,2,73,0,0,0,3,0,0,0,0,40,0,81,0,42,9501,1,0,61,224,46,0,1,48,73,0,28,4,4,0,40,2,2,0,63,1065,86,0,71,73,74,0,0,22,1076,22,40,0,61,7,7,0,0,0,0,2,0,1,2,2,0,5,40,41,0,40,23,0,0,1,0,70,40,0,0,43,76,64,62,16,16,0,73,74,6,0,28,5,5,44,26,21,37,21,25,8,20,78,16,129,59,0,40,10,16,0,21,23,23,31,18,38,34,65,32,74,0,0,
10,0,8,0,1,10,10,0,0,3,9,19,19,40,Brian,Medlock,6,10,7,67,0,0,0,3,0,0,0,0,40,0,89,0,34,5937,1,0,50,183,51,0,0,35,72,0,35,4,4,0,40,2,2,0,59,1054,84,0,40,71,73,0,0,22,1077,34,40,0,70,17,17,0,0,0,0,2,0,1,2,2,0,6,40,40,0,40,37,0,0,0,0,62,40,0,0,34,73,62,64,11,11,0,72,73,2,0,19,5,8,36,31,24,23,15,20,20,20,78,15,119,55,0,40,21,14,0,42,30,26,28,43,29,41,64,34,73,0,0,
12,0,10,0,11,6,10,7,0,10,6,3,3,40,Stan,Quinn,10,10,10,83,0,0,0,3,3,3,0,0,40,0,92,0,56,2144,0,0,78,168,59,0,0,60,21,0,66,3,3,0,71,1,1,0,78,1046,88,1,60,40,40,0,0,16,1078,22,40,0,25,0,0,0,5,3,0,2,0,1,1,1,0,13,40,71,0,48,25,0,0,1,0,34,40,5,3,51,69,61,45,1,1,0,20,15,1,1,58,2,17,76,70,0,8,6,54,29,0,70,0,27,64,5,59,10,10,0,68,65,66,60,14,50,36,62,21,16,0,0,
12,0,9,0,5,10,10,4,0,10,6,3,3,40,Jeff,Morrison,8,6,10,78,0,0,0,3,3,3,0,0,40,0,69,0,38,8236,0,0,76,44,40,0,0,71,68,0,62,4,4,0,69,2,2,0,65,1043,83,0,51,67,68,0,0,15,1079,52,69,0,75,0,0,0,0,0,0,0,0,0,1,1,0,4,40,74,0,60,67,0,0,0,0,49,40,0,0,68,70,67,56,0,0,0,68,69,4,0,75,3,4,43,39,5,32,10,77,29,26,73,10,59,42,0,68,10,10,0,66,39,34,36,76,33,72,64,73,68,0,0,
8,0,4,0,10,5,10,2,0,7,8,3,3,40,Kevin,Sullivan,10,4,0,77,0,0,0,3,2,2,0,0,40,0,87,0,59,10966,0,0,77,114,40,0,1,53,40,0,71,3,3,0,57,1,1,0,74,1033,86,0,70,40,44,6,0,15,1080,35,40,0,42,0,0,0,5,12,0,0,0,0,1,1,0,11,40,63,0,46,29,0,0,0,0,54,40,5,12,46,68,61,49,1,1,0,40,44,1,0,48,1,14,67,61,5,42,26,46,10,11,76,9,81,68,8,54,4,10,0,31,66,57,64,33,67,26,64,19,44,0,0,
2,0,8,0,10,5,10,7,0,10,6,0,0,70,Bruce,DeAngelis,5,10,10,77,0,0,0,3,3,3,0,0,40,0,66,0,36,10930,0,0,56,47,40,0,0,37,40,0,42,3,3,0,40,2,2,0,54,1029,84,0,40,40,40,0,1,9,1081,51,61,0,30,10,10,0,5,0,0,3,0,1,1,1,0,0,80,53,0,54,48,0,0,1,0,55,40,5,0,40,50,60,55,7,10,0,40,38,4,0,18,1,0,33,35,4,42,6,34,29,0,74,0,43,33,5,40,10,10,0,62,20,25,26,58,21,51,64,61,38,0,1,
10,0,12,0,9,10,10,0,0,3,9,3,3,40,Bryce,Cohen,6,10,7,68,0,0,0,3,0,0,0,0,40,0,65,0,79,2190,0,0,49,145,40,0,0,23,25,0,79,4,4,0,47,2,2,0,49,1008,83,0,68,65,63,0,0,16,1082,24,40,0,65,0,0,0,0,0,0,2,0,2,1,1,0,9,40,64,0,42,26,0,0,0,0,73,40,0,0,27,72,67,50,11,11,0,25,28,2,0,20,3,12,82,41,24,8,15,39,20,20,75,15,130,74,0,40,21,14,0,28,55,48,78,31,77,20,64,14,28,0,0,
5,0,10,0,4,6,10,7,0,10,6,3,3,40,Kevin,Morris,5,10,10,80,0,0,0,3,2,2,0,0,40,0,88,0,35,3627,0,0,87,7,42,0,0,59,28,0,23,3,3,0,73,1,1,0,68,1001,82,0,51,40,40,0,0,1,1083,41,59,0,30,10,10,0,0,0,0,0,0,1,1,1,0,3,40,69,0,83,47,0,0,1,0,166,40,0,0,70,48,68,60,1,1,0,27,34,4,0,67,1,3,25,41,0,14,6,63,29,0,76,0,48,34,5,63,10,10,0,62,28,30,21,67,33,53,61,60,34,0,1,
4,0,2,0,8,6,10,7,0,10,6,3,3,40,Mark,Young,5,10,10,83,0,0,0,3,1,1,2,2,40,0,81,0,37,11086,0,0,84,14,40,0,0,71,21,0,41,3,3,0,74,1,1,0,77,984,86,0,55,40,40,0,0,31,1084,57,55,0,24,0,0,0,0,9,0,3,0,0,1,1,0,3,40,84,0,80,55,0,0,0,0,167,40,0,9,75,57,70,62,0,0,0,20,28,0,1,73,1,3,37,45,0,43,6,60,29,0,75,0,53,37,5,72,10,10,0,77,32,31,32,68,32,62,62,60,28,0,0,
11,0,9,0,12,10,10,4,0,10,6,3,3,40,Matthew,Carter,8,6,10,75,0,0,0,3,2,2,0,0,40,0,80,0,35,8837,0,0,70,10,48,0,0,82,68,0,23,4,4,0,61,2,2,0,63,950,78,0,40,69,62,0,0,9,1085,74,71,0,58,0,0,0,5,0,0,3,0,1,1,1,0,4,40,64,0,65,65,0,0,0,0,50,40,5,0,70,71,62,53,0,0,0,69,62,1,0,78,2,4,24,38,5,34,10,79,29,26,77,10,82,48,0,68,10,10,0,69,24,24,19,68,21,58,63,61,61,0,0,
8,0,10,0,4,10,5,10,0,10,9,15,15,50,Emmanuel,Crosby,5,10,10,72,0,0,0,3,0,0,0,0,46,0,92,0,37,2093,0,0,60,23,40,0,0,36,76,0,44,4,4,0,47,2,2,0,62,914,80,0,40,76,75,0,0,23,1086,38,40,0,62,0,0,1,0,0,0,2,0,1,2,2,0,5,53,63,0,40,37,0,0,0,1,71,54,0,0,35,74,66,58,11,11,0,76,75,1,0,23,5,9,37,30,21,8,21,19,15,20,74,17,150,52,0,40,20,16,0,48,34,32,32,45,33,52,66,33,75,0,1,
10,0,2,0,5,0,5,7,0,4,1,3,3,40,Travis,Jack,1,7,4,81,0,0,0,3,2,2,0,0,40,0,83,0,55,11848,0,0,75,6,60,0,0,51,46,0,72,3,3,0,58,1,1,0,54,913,82,1,70,46,49,3,0,16,1087,18,46,0,43,9,9,0,0,0,0,0,0,2,1,1,0,11,40,71,0,50,35,0,0,1,0,55,40,0,0,55,74,60,46,2,2,0,46,48,1,0,50,3,14,69,62,15,46,23,43,7,5,74,12,80,65,0,58,15,13,0,26,63,69,65,27,69,34,60,23,49,0,0,
11,0,12,0,10,6,10,7,0,10,6,3,3,60,Justin,McPherson,8,10,10,85,0,0,0,3,3,3,0,0,40,0,84,0,66,8758,0,0,89,68,40,0,0,57,39,0,49,3,3,0,56,1,1,0,77,903,81,1,60,40,43,0,0,35,1088,20,40,0,32,13,13,0,0,0,0,3,0,2,1,1,0,12,57,83,0,59,28,0,0,1,0,90,40,0,0,60,53,65,67,2,2,0,39,43,6,1,56,1,16,63,75,0,34,6,66,29,0,71,0,2,66,8,53,10,10,0,64,73,76,50,52,51,25,64,21,44,0,1,
9,0,12,0,10,10,10,0,0,3,9,0,0,40,Ronnie,Morton,6,10,7,66,0,0,0,3,0,0,0,0,40,0,83,0,35,9234,0,0,56,90,67,0,0,36,66,0,42,4,4,0,40,2,2,0,67,885,82,0,40,67,66,8,0,22,1089,32,40,0,69,7,7,1,0,0,0,0,0,1,2,2,0,5,40,40,0,40,33,0,0,1,1,72,40,0,0,33,72,55,59,2,2,0,67,67,2,0,16,5,9,40,24,24,36,15,20,20,20,77,15,130,46,0,59,21,14,0,40,24,23,28,29,32,64,60,29,67,0,1,
9,0,10,0,12,10,10,0,0,3,9,3,3,40,John,Parker,6,10,7,74,0,0,0,3,0,0,0,0,40,0,80,0,65,2398,0,0,71,64,40,0,0,50,26,0,69,3,3,0,54,2,2,0,61,872,81,0,72,65,64,0,0,36,1090,21,40,0,68,7,7,0,0,0,0,3,0,2,2,2,0,8,40,67,0,46,19,0,0,0,0,137,40,0,0,49,70,64,46,0,0,0,27,29,4,0,44,3,11,69,44,24,9,15,45,20,20,76,15,75,83,0,46,21,14,0,19,55,53,58,25,69,28,64,23,29,0,0,
10,0,8,0,12,10,10,0,0,3,9,13,13,40,Wes,Vincent,6,10,7,71,0,0,0,3,0,0,0,0,40,0,80,0,34,6689,0,0,59,182,51,0,0,40,74,0,43,4,4,0,40,2,2,0,55,776,79,0,40,74,68,0,0,3,1091,35,40,0,67,9,9,0,5,0,0,2,0,2,2,2,0,5,40,52,0,40,37,0,0,1,0,73,40,5,0,36,76,60,60,13,13,0,74,69,2,0,26,5,5,34,32,24,26,15,15,20,20,76,15,101,47,0,56,21,14,0,59,33,30,30,51,30,50,64,37,69,0,1,
10,0,12,0,4,6,10,7,0,10,6,3,3,40,Albert,Brown,8,10,10,79,0,0,0,3,2,2,2,2,40,0,83,0,69,2095,0,0,90,201,40,0,0,60,39,0,48,3,3,0,51,1,1,0,77,770,86,0,60,40,40,0,0,15,1092,24,40,0,24,0,0,0,0,3,0,2,0,2,1,1,0,12,40,79,0,47,22,0,0,0,0,91,40,0,3,66,47,67,56,12,12,0,39,39,4,0,59,2,16,77,68,0,8,6,53,29,0,72,0,11,66,8,60,10,10,0,62,80,74,50,48,51,38,64,33,39,0,0,
2,0,9,0,6,5,10,2,0,7,8,15,15,40,Jake,Mullins,10,4,0,78,0,3,3,3,0,0,0,0,40,0,88,0,68,5969,0,0,79,2,40,0,1,50,42,0,69,3,3,0,60,2,2,0,54,758,84,0,72,43,46,1,0,16,1093,24,40,0,46,0,0,0,0,10,0,2,0,1,1,1,0,11,40,67,0,51,27,0,0,0,0,56,40,0,10,49,74,65,46,11,11,0,43,46,3,0,42,1,14,68,63,5,23,26,40,10,11,76,9,87,68,8,53,4,10,0,33,69,53,70,30,61,20,64,26,47,0,0,
4,0,8,0,10,4,2,8,0,0,3,0,0,40,Sam,Woods,4,3,2,68,0,0,0,3,1,1,0,0,40,0,65,0,69,1309,0,0,46,171,45,0,0,21,29,0,66,4,4,0,40,2,2,0,52,721,86,0,67,67,65,3,0,37,1094,27,40,0,66,0,0,0,0,0,0,3,0,2,2,2,0,9,40,57,0,40,22,0,0,0,0,74,40,0,0,24,80,62,58,3,3,0,28,26,4,0,24,3,12,69,46,21,5,21,16,8,20,75,16,100,68,0,41,10,16,0,19,52,51,67,38,73,26,63,17,26,0,0,
9,0,12,0,2,6,10,7,0,10,6,3,3,40,Lawrence,Pino,5,10,10,84,0,0,0,3,1,1,0,0,40,0,85,0,43,8831,0,0,85,168,51,0,0,59,39,0,40,3,3,0,53,2,2,0,83,660,79,0,40,40,40,0,0,18,1095,69,62,0,42,10,10,0,0,12,0,2,0,1,1,1,0,1,40,74,0,71,72,0,0,0,0,87,40,0,12,63,54,66,53,11,11,0,38,38,4,0,68,2,1,47,42,0,34,6,58,29,0,72,0,34,41,5,61,10,10,0,71,23,40,30,81,30,70,60,74,38,0,0,
10,0,12,0,5,10,2,6,0,4,7,3,3,40,Chad,Jacobs,7,10,6,80,0,0,0,3,3,3,0,0,40,0,82,0,71,1055,1,0,74,167,40,0,0,45,42,0,68,3,3,0,57,1,1,0,60,609,82,0,71,41,43,0,0,18,1096,17,40,0,37,0,0,0,5,12,0,0,0,2,1,1,0,10,40,70,0,46,28,0,0,0,0,70,40,5,12,50,69,62,41,0,0,0,41,43,6,0,46,3,13,62,61,5,4,20,37,0,5,75,0,57,74,10,54,10,5,0,38,63,59,62,18,60,21,66,21,43,0,0,
5,0,8,0,10,6,10,7,0,10,6,3,3,40,Keith,Ryan,5,10,10,78,0,0,0,3,0,0,0,0,40,0,81,0,35,2335,0,0,83,36,45,0,1,60,32,0,40,3,3,0,64,1,1,0,81,594,77,0,40,40,40,0,0,0,1097,40,47,0,19,10,10,0,0,0,0,0,0,1,1,1,0,3,40,76,0,78,48,0,0,1,0,168,40,0,0,71,40,61,57,0,0,0,31,20,5,0,58,2,3,38,43,0,9,6,52,29,0,72,0,21,34,5,71,10,10,0,70,32,32,33,44,33,62,61,44,21,0,0,
9,0,12,0,10,5,10,7,0,10,6,0,0,69,Bo,Harvey,5,10,10,80,0,0,0,3,0,0,1,1,40,0,55,0,35,8890,0,0,52,162,52,0,1,37,38,0,35,3,3,0,40,1,1,0,56,578,83,0,40,40,40,0,1,1,1098,56,55,0,18,0,0,0,0,9,0,2,0,1,1,1,0,0,71,59,0,51,52,0,0,1,0,56,40,0,9,40,53,53,55,0,0,0,39,38,2,0,20,1,0,34,37,4,34,6,34,29,0,73,0,24,37,5,51,10,10,0,55,23,22,24,54,23,49,62,46,39,0,1,
8,0,12,0,4,4,2,8,0,0,3,3,3,40,E.J.,Briggs,4,3,2,77,0,0,0,3,1,1,0,0,40,0,64,0,67,1352,0,0,52,231,52,0,0,53,24,0,72,4,4,0,46,2,2,0,52,553,79,0,74,68,66,0,0,14,1099,24,40,0,63,0,0,0,5,0,0,3,0,2,1,1,0,9,40,64,0,47,16,0,0,0,0,75,40,5,0,38,78,65,47,2,7,0,25,33,0,0,38,3,12,71,41,21,5,21,42,8,20,75,16,120,71,0,40,10,16,0,27,51,54,66,26,73,21,61,22,33,0,0,
